Track Name,Artists,lyrics
Never Need Me,Rachel Chinouriri," Pa-da, pa, pa-da, pa Pa-da, pa, pa-da, pa, pa-da Pa-da, pa, pa-da, pa Pa-da, pa, pa-da, pa, pa-da  A call in the dead of the night It's strange, but it's such a delight To hear your voice again It's been a long time since I last saw you You never swim, you drown in your drink Revealing the secrets you think You need me 'cause you're scared What the hell am I supposed to do?  If you can't change, I doubt that I can help you I've made plans and, sorry, they're without you  In my head, you can do what you like Oh, no, I couldn't care what you do with your life I hope you just take it easy I hope that you never need me And maybe I'll regrеt not sticking around But how can I swim if you're pullin' me down? Just promise you'll takе it easy I hope that you never need me"
World on a String,Jessica Pratt,"Verse She's got the world on a string 'Bout the time she comes around here anyway And it's only lasted for a while And it's only lasted for the tide You should know the courage of my heart Don't suppose the earth could spin apart And here it goes, oh-oh-oh And here it goes, oh-oh-oh  I used to want for what your desolation hadn't come by And as your seconds spark, our turning off and turning up now Child Oh, to bear Post- I want to be the sunlight of the century I want to be a vestige of our senses free Instrumental Break  I used to want for what your desolation hadn't come by And as your sеconds spark, our turning off and turning up now Child Oh, to bear"
Cómo Dónde y Cuándo,Shakira,"Letra de ""Cómo, Dónde y Cuándo"" Verso 1 Entre la rutina y el estrés La vida es una perra, ya lo sé Pero por cada flor marchita Una siempre vuelve a nacer Mi cabeza no se explica Por qué a veces uno se complica Y por cualquier tontería A uno se le arruina el día Pre-Coro Agarra una toalla y un traje de baño Vamos a la playa y nos olvidamos Por un milimicrosegundo De lo malo del mundo Coro El tiempo se va volando Cuando se pasa bien, eh-eh No importa cómo, dónde y cuándo Lo que importa es con quién El tiempo se va volando Cuando se pasa bien, eh-eh No importa cómo, dónde y cuándo Lo que importa es con quién"
Starburster,Fontaines D.C.," It may feel bad It may feel bad It may feel bad  I wanna see you alone, I wanna sharp the stone I wanna bounce the bone, I wanna mess with it I wanna lay the deville, the whole crew on the sill I want the preacher and pill, I wanna bless with it I wanna head to a mass and get cast in it That shit's funnier than any A-class, innit? I wanna talk with the clown who has apologies down Pay him 300 pound to take a class in it I wanna bite the phone, I wanna bleed the tone I wanna see you alone, alone, alone-lone I wanna strait the shark and find me somewhere to park Like the light when it's dark, it's dark, it's dark-dark A few stars about make it feel like peace in a way A complimentary round Constellation got a twist in it For a GPO and all the hits in it Refrain I'm gon' hit your business if it's momentary blissness I'm gon' hit your business if it's momentary blissness I'm gon' hit your business if it's momentary blissness I'm gon' hit your business if it's momentary— (It may feel bad)"
Get In With Me,BossMan Dlow," Big Za Yeah Gram ( Dxnte, you snapped on this one ) Uh, uh  I was bad as fuck in school, now I'm tryna dodge a sentence Just walked out the Lanvin store, pair of shoes, twelve-fifty (Nigga) You wanna boss up your life? All you gotta do is get in with me (Come here, baby) I don't even pay to get in the club, they know I'm a walkin' ticket I'm presidential leavin' the club, we ain't stoppin' at no lights (Yoom) You wanna be a boss, you gotta pay the price (Facts) Left wrist on frost, look like a bag of ice (Bling) I'm drivin' the Bentley Bentayga like I don't love my life (Skrrt) Verse I'm in that thing shiftin' and I'm lane-switchin' (Yoom) Bitch, it's Big Za, I'ma stand on straight business (Big Za) Uh, dunkin' on niggas' ass like Blake Griffin (Rrr) He keep talkin', bro gon' leave his face missing (Brrt) Bae, these Off-White, these ain't no Huarache (No Huarache, baby) Bad bitch, fiftieth floor, eatin' hibachi (Come here, baby) I got ten missed calls, all my bitches mad at me Valet park, designer district, I'm goin' straight to Gallery Juggs fiendin', yep (Yep) Phone ringin', yep (Brrt) Niggas hatin', yep (Nigga) Jewelry blingin', yep (Bling) Juggs fiendin', yep (Brrt) Phone ringin', yep (Yep) Niggas hatin', yep (Nigga) Jewelry blingin', yep (Bling)"
Like I Say (I runaway),Nilüfer Yanya," Like I say, like I say, like I say I run away 'Cause I'm on precious time I can never lose, it's a state of mind Know it's coming down  Like I say, like I say, like I say She run away 'Cause I won't cross this line I could really lose you in time to time No  It's coming through my speaker, yeah It's coming through my bedroom  'Cause I feel like all my friends They don't read my mind The minute I'm not in control I'm tearing up inside Fill up on the feeling Fill up on the line If I'm falling out with you 'Cause if you can't hold my hand Just to feel alive In the early morning hues"
"I Love You, I'm Sorry",Gracie Abrams," Two Augusts ago I told the truth, oh, but you didn't like it, you went home You're in your Benz, I'm by the gate Now you go alone Charm all the people you train for, you mean well but aim low And I'll make it known like I'm getting paid  That's just the way life goes I like to slam doors closed Trust me, I know it's always about me I love you, I'm sorry  Two summers from now We'll have been talking, but not all that often, we're cool now I'll be on a boat, you're on a plane Going somewhere, same And I'll have a drink Wistfully lean out my window and watch the sun set on the lake I might not feel real, but it's okay, mm  'Cause that's just the way life goes I push my luck, it shows Thankful you don't send someone to kill me I love you, I'm sorry"
215634,Elvie Shane," 215634 I hate these goddang concrete floors They don't feel like home no more than they ever did Am I a victim of circumstance? I tried like hell, had no chance Fell right back where my backwards always landed  And it's just like the hollers and the streets in here Fight like hell and hide your tears Just get by and try to keep your head down Yeah, these four cold walls, they don't change much 'Cause who I am's still who I was The same ol' boy who can't seem to get out Oh, but my namе ain't my name no more It's 215634  I shot the man I'm in hеre for When that son of a bitch kicked down my door But a felon with a .44 can't claim self defense This time, I guess I'm in for good I turned out like they all said I would But where I'm from, there ain't nobody innocent, nah"
Love Me JeJe,Tems," Tell me when to say  ""Love me jeje"" One, two, one, two, three, go ( Love me jeje, love me tender ) Ayy ( Love me jeje, love me tender ) Oh, yeah ( Love me jeje, love me tender )  I need your lovin', so fresh, so clean Love me in and out, unfailingly And I'll be down now, anytime you call me I'll be down, I'll bе down  Because I love and I lovе and I love and I love you only Because I need and I need and I need and I need you more, yeah You know I run and I run and I run and I run, fly, we can fly in the sky in the night Hold me in your arms, in your love and your light  I'm on your wave right now (Wave) I'm on your wave right now, yeah (Wave) I'm on your vibe now, you got me on your side now, yeah I'm on your wave right now, woah, woah, woah, yeah  If not you, then I don't wanna know, I don't want no story Day and night, it's unconditional, got me livin' softly, yeah, yeah Love me jeje, love me tender (Ooh) You know your love turn me up like NEPA Anything you want and I'ma do whatever"
Family Matters,Drake,"Part I   &  Sandra Graham  Maybe in this song, you shouldn't start by saying Nigga, I said it, I know that you mad I've emptied the clip over friendlier jabs You mentioned my seed, now deal with his dad I gotta go bad, I gotta go bad  Mm, mm, yeah Drop, drop, drop, drop Drop a fifty bag for the mob in the spot Drop a fifty bag, 29 for the thot Uh, I was really, really tryna keep it PG I was really, really tryna keep it PG If you had a set, they'd give your ass a DP But you civilian gang, in real life, you PC Verse You know who really bang a set? My nigga YG You know who really bang a set? My nigga Chuck T You know who even bang a set out there is CB And, nigga, Cole losin' sleep on this, it ain't me You better have some paperwork or that shit fake tea Can't bе rappin' 'bout no rattin' that we can't read I mean it's truе a nigga slimed me for my AP Just like how Metro nigga slimed him for his main squeeze Out here beggin' for attention, nigga, say please Always rappin' like you 'bout to get the slaves freed You just actin' like an activist, it's make-believe Don't even go back to your hood and plant no money trees Say you hate the girls I fuck, but what you really mean? I been with Black and white and everything that's in between You the Black messiah wifin' up a mixed queen And hit vanilla cream to help out with your self-esteem On some Bobby shit, I wanna know what Whitney need All that puppy love was over in y'all late teens Why you never hold your son and tell him, ""Say cheese""? We could've left the kids out of this, don't blame me You a dog and you know it, you just play sweet Your baby mama captions always screamin', ""Save me"" You did her dirty all your life, you tryna make peace I heard that one of 'em little kids might be Dave Free Don't make it Dave Free's 'Cause if your GM is your BM secret BD Then this is all makin' plenty fuckin' sense to me Ayy, let that shorty breathe Shake that ass, bitch, hands on your knees Hands on your knees, hands on your knees Shake that ass for , now shake that ass for free Yeah, yeah Well, not that kind of free, I'm talkin' 'bout my nigga Dave Your man a lil' K, we call that shit a mini Drac' He always said I overlooked him, I was starin' straight These bars go over Kenny head no matter what I say I know you like to keep it short, so let me paraphrase Knew it was smoke when Abel hit us with the serenade Nigga said, ""Uh, uh"" Almost started reachin' for my waist"
The Lighthouse,Stevie Nicks," I have my scars, you have yours Don't let them take your power Don't leave it alone in the final hours They'll take your soul, they'll take your power Don't close your eyes and hope for the best The dark is out there, the light is going fast Until the final hours, your life's forever changed And all the rights that you had yesterday Are taken away And now you're afraid You should be afraid Should be afraid  Because everything I fought for Long ago in a dream is gone Someone said the dream is not over The dream has just begun, or Is it a nightmare? Is it a lasting scar? It is unless you save it and that's that Unless you stand up and take it back And take it back  I have my scars, you have yours Don't let them take your power Don't leave it alone in the final hours They'll take your soul, they'll take your power Unless you stand up and take it back Try to see the future and get mad It's slipping through your fingers, you don't have what you had You don't have much time to get it back"
It Was Always You (Siempre Fuiste Tú),Carin Leon & Leon Bridges,"Letra de ""It Was Always You (Siempre Fuiste Tú)"" Verso 1 Last night there was a love crime I guess I'm takin' the fall All signs sayin' I'm the bad guy When you don't get what you want Pre-Coro Carín León Te di el corazón y madres te valió Mandé a la chingada a todos por tu amor Y nunca estás contenta, no It feels like, baby Coro &  Carín León  Maybe it's you (Maybe it's you) Maybe it's you (Maybe it's you) The reason, the reason for all my pain Keep me up night and day A huevo eres tú Uh, uh-uh-uh, uh-uh Lo que me quitaba la paz mental Cediendo pa' no pelear Post-Coro &  Carín León ,  Ambos  I finally see Hoy que lo veo así There was nothing wrong with me It was always you"
Soup,Remi Wolf,"Ah-ah Ah-ah Ah-ah  Stay, stick around Please don't get in your car If a plane's on the ground It can never really get that far  I can't help but make it 'bout me Oh, when you and I are together Now I'm cleaning up the dirt on my feet And I'm hoping that I'm getting better  Until I'm Doing business on the top of the roof They told me to leave but I don't wanna leave without you You're so patient with the animals too If you give me your keys, I'll go and pick up the soup Post- Oh-oh, I don't wanna live without you Oh-oh, I don't wanna live without—  Lay like a dog As I wait for your arrival Play fetch in the yard As a means of my survival  I can't help but make it 'bout me Oh, When you and I are together Now I'm brushing off the blood on my teeth And I'm hoping that I'm getting better  Until I'm Doing business on the top of the roof They told me to leave but I don't wanna leave without you You're so patient with the animals too If you give me your keys, I'll go and pick up the soup Post- Oh-oh, I don't wanna live without you Oh-oh, I don't wanna live without— Bridge I can never do what you wanted, baby Now our love just wants to divide us lately I could never do what you wanted, baby And now our love just wants to divide us lately Na-na, na-na, na-na, na-na, na-na Na-na, na-na, na-na, na-na, na-na Na-na, na-na, na-na, na-na, na-na Na-na, na-na, na-na, na-na, na-na  Doing business on the top of the roof They told me to leave but I don't wanna leave without you You're so patient with the animals too If you give me the keys, I'll go and pick up the soup Post- Oh-oh, I don't wanna live without you Oh-oh, I don’t wanna live without—"
Fine Art,KNEECAP,"Éist liom, ná tar chugam le do chuid smaointí Ná déan anailís ar mo chuid líntí My child loves HOOD so I wish you would do a version for him, but PG Send me it when you can, he’s your number one fan His first word’s were  Cultúrlann  so he understands all of  3CAG  and He only started  Naíscoil an mhí seo , he just thinks you guys are lethal I know he’s a wee bit young, try to keep it from him,  déanaimse mo dhícheall Comhghairdeas  your my new ghost writer, 40 odd, breath smells like cider Trying to talk business to me with jizz on your teeth, back of the  glider ! , is breá liom sibh, nach bhfuil aon seans go dtiocfadh libh Stick a wee tune out just for the kids cos my two ones they love you to bits Oh fuck sake, wise up miss, wе’re degenеrate HOODs who like to get pissed And we spunk every penny getting off of our tits, this isn’t no act, it’s just the way it is, real shit You’ll find me in a snug of a dimly lit shit run down pub Face all smug in a place I love, seeing how fucked I can get on government funds That’s another pint done,  ordaigh deoch sula labhrann cunt liom And up walks some random standing over me rapping one of my songs Maith an fear, seo here, is breá liom do cheol, nach dtiocfadh leat díriú isteach ar an ól An chaint seo ar fad ar na drugaí are bad, is tá mé a rá leat ní mharfaidh tú i bhfad Aw here  go raibh maith agat do do chomhairle críonna Cá raibh tusa nuair a thosaigh muid na blianta ó shin No fuck, get a right to the chin and now you’re crying on twitter and that’s a win win"
DENIAL IS A RIVER,Doechii," Hey , I thought it was all over What's up, ? Hey, girl You know it's been a lil' minute since you and I have had a chat Has it really? Probably since, like, your last EP, Oh The Places You'll Go Oh, wow, it's been a minute ( Yeah ) I've been gettin' some calls Oh? People are a little bit worried about you Not worried, okay And I know that I was kinda that outlet for you, so You were Why don't you just tell me what's been goin' on? Okay  Remember old dude from 2019, nice clean nigga,  did me dirtier than laundry  (Than laundry) Took a scroll through his IG, just to get a DM from his wifey (What the fuck?) I was so confused, what should  do? She didn't know about me and I didn't know 'bout Sue I open up the messages then had to hit the zoom Turns out the girl was really a dude? (Goddamn) Nigga think he slicked back till I slipped back Got my lick back, turned a nigga to a knick-knack (To a knick-knack) I moved on, dropped a couple of songs And then I went and got signed, now it's 2021"
Tshwala Bam (feat. S.N.E & Eeque),TitoM & Yuppe & S.N.E & EeQue,"S.N.E (Re sale teng) (Sho, fetsa bjang reso thome chommie?) Ungavumi, Ungavumi Ungavumi, Ungavumi Ungavumi  S.N.E Ngalithetha icala lami Kufik'umongameli bakhala ngam Manje nezitha sezizwana nami Ngathi bebangakholwa ngabanik'utshwala bam Tito bangazodlala laba (Yoh Yoh Yoh) Yuppe ayi utshwala bami Jikijiki bangthwalel' umthwalo wami Eish weh tshwala bami Ayi mongameli uyis'dakwa (Is’dakwa) Vele ngoba ngena macala (Macala) Amacase nama court Savanna S'vele sikhwele kulolodaba Shibidim shibidam shibidibishamshe Ivel'igubude siphuz intwengapheli, pheli Uzobadelel umongameli (Iyoh, Yoh)  S.N.E Ngixolele tshwala (Lele) Ngaqeda imali yami (Mali yeah) Wang’sinda umthwalo wami Wal’thetha icala Wetshwala udlala ngami (Dlala ngam) Endlini bakhala ngami (Khala) Wadlala ngami (Dlala yoh) Wetshwala bami (Tshwala bami) Ngixolele tshwala (Lele) Ngaqeda imali yami (Mali yeah) Wang’sinda umthwalo wami Wal’thetha icala Wetshwala udlala ngami (Dlala ngam) Endlini bakhala ngami (Khala) Wadlala ngami (Dlala yoh) Wetshwala bami (Tshwala bami)  EeQue Eh Khuzeka mani Malome Nna kere, kopa o reke 6 nyana Tsela tse dinglapesetse mole Ku touch Malome, frayza wena ongtlatse Maybe le Majita akanglata Malome Nna kere, kopa o reke 6 nyana Tsela tse dinglapesetse mole Ku touch Malome, frayza wena ongtlatse Maybe le Majita akanglata Aya yeah (Yeah) Ay’ s’dibana ematshwaleni Ungivimba kuphi ng’hambe nomakhwapheni Ayi, utshwala bam’ abupheli maan’ Aya yeah (Yeah!) Ngithi sidibana ematshwaleni Ungivimba kuphi ng’hambe nomakhwapheni Ayi, utshwala bam’ abupheli maan’  S.N.E Ngixolele tshwala Ngaqeda iMali yami Wang’sinda umthwalo wami Wal’thetha Icala Wetshwala udlala ngami Endlini bakhala ngami Wadlala ngami, wetshwala bami Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah  S.N.E Bami Hhayi imihlolo, nayi imihlolo (Aya yeah, Yeah!) Mkhuzeni, weh  EeQue & S.N.E Aya yeah (Yeah) Eh Khuzeka mani Malome Nna kere, kopa o reke 6 nyana Tsela tse dinglapesetse mole Ku touch Malome, frayza wena ongtlatse Maybe le Majita akanglata Malome Nna kere, kopa o reke 6 nyana Tsela tse dinglapesetse mole Ku touch Malome, frayza wena ongtlatse Maybe le Majita akanglata Aya yeah (Yeah) Ay’ s’dibana ematshwaleni Ungivimba kuphi ng’hambe nomakhwapheni Ayi, utshwala bam’ abupheli maan’ Aya yeah, Yeah (Tshwala bami) Ay’ s’dibana ematshwaleni (Tshwala bami) Ungivimba kuphi ng’hambe nomakhwapheni (Tshwala bami) Ayi, utshwala bam’ abupheli maan’ (Tshwala bami)  S.N.E Ngixolele tshwala Ngaqeda iMali yami Wang’sinda umthwalo wami Wal’thetha Icala Wetshwala udlala ngami Endlini bakhala ngami Wadlala ngami, wetshwala bami Ngixolele tshwala Ngaqeda iMali yami Wang’sinda umthwalo wami Wal’thetha Icala Wetshwala udlala ngami Endlini bakhala ngami Wadlala ngami, wetshwala bami Outro S.N.E Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah Tshwala bami Tshwala bami yeah"
New Woman (feat. ROSALÍA),LISA & ROSALÍA,"LISA Here I go Bangin' it, bangin' it, wanna crack these walls Bangin' it, bangin' it, wanna echo through the halls Pullin' up, fresh face, brand-new day Uh, Lalisa, Rosalía  LISA Soak up All new So I cut I go, go to the root Off to bloom, yeah  LISA Purple into gold Pain has come and gone again Walked through that fire I rediscover  LISA Hit it when I serve, bitch, you better swerve Revvin' up my au-au-au-au-aura Focus on my mind, takin' my time I'm a new woman, woman Bitch, you better swerve Revvin' up my au-au-au-au-aura Focus on my mind, takin' my time I'm a new woman, woman Post- LISA Face, eyes, body go wild You want this? I'm a new woman, woman Eyes, I'm all about mind You want this? I'm a new woman  ROSALÍA (Uh, mh) For everything I am, I can flaunt it Not for what I have, they always give it to me And my energy's immaculate Low profile (And you're out) I live to sing, I don't sing to live I was born pure, yes Not a single era will be a flop in my future Bitch, I'm Rosalía, I only know how to serve The starry night, so be it Until dawn, let it be so  ROSALÍA, ROSALÍA & LISA Purple into gold (Into gold) Pain has come and gone again Walked through that fire I rediscover  ROSALÍA I go hard, it will work out for sure I rev up my au-au-au-au-aura I'm focused, nothing pressures me I'm a new woman, woman It will work out for sure I rev up my au-au-au-au-aura I'm focused, nothing pressures me I'm a new woman, woman Post- LISA Face, eyes, body go wild You want this? I'm a new woman, woman Eyes, I'm all about mind You want this? I'm a new woman Outro LISA Gimme that, gimme that alpha, yuh Gimme that bigger, the better, ugh Feeding you the bloom growin' out my sleeve Kissed from a rose, rose, what a, what a meal Bad luck a sucker, gotta make you tougher Tryna say you suffer, oh, don't blame your mother Elevate, I liberate a new frontier I'm a new woman"
Beaches,beabadoobee," Spinning out on what to say or what to do Finding reasons for my constant change in mood Said I'll see it to believe it, but who knows the actual truth? 'Cause I'm sure now, I'm sure  'Cause days blend to one when I'm on the right beaches And the walls painted white, they tell me all the secrets Don't wait for the tide just to dip both your feet in 'Cause I'm sure now, I'm sure  Find it hard to say, I know that I'm alright Took a while for me to finally realise That when I see it, I'll believe it Giving me a peace of mind I'm sure now, I'm surе  'Cause days blend to one whеn I'm on the right beaches And the walls painted white, they tell me all the secrets Don't wait for the tide just to dip both your feet in 'Cause I'm sure now, I'm sure Instrumental Break"
JOYRIDE,Kesha," Are you a man? 'Cause I’m a bitch I'm already rich , just looking for that  (Mm) This party sucks, I'm ’bout to ditch Don't-don't-don't-don't even try to gi-give me shit I've earned the right to be-be like this Oh, you say you love me? (That's funny) Well, so do I  I'm just looking for a Joyride , joyride I’m just looking for a Good time tonight Baby, I want you to  Rev my engine ’til you make it purr Keep it kinky ,  but I come first Beep-beep, bitch,   I'm outside Get in, loser, for the joyride Making every motherfucker turn Fell from heaven, no, it didn’t hurt Beep-beep, best night your life Get in, loser, for the joyride"
Forever,Hovvdy,
Lagos Love Story,Ayra Starr," ( London )  I got pictures on my phone of you ​iPhone storage done dey full No one sees this side of you I feel blessed, I trust in you Midnight calls and rendezvous I'm indecisive, but you I choose So don't let me down, won't let you down I feel so down away from you  Let's make babies (Ah) We're still young, but I dey ready Smoke some weed at the beach I feel ease when I'm with you Prayed Ciara's prayer, God came through You should see you from my point of views They don't know, they have no clue They don't know, they havе no clue Post- I don fall in love (I don fall in love) I don fall in lovе (I don fall in love) So na this one una dey enjoy Shey na this one una dey enjoy? I don fall in love (I don fall in love) I don fall in love (I don fall in love) So na this one una dey enjoy Shey na this one una dey enjoy?"
Fun!,May Rio & Elegant Ensemble,
Wanting and Waiting,The Black Crowes," Been a month of Sundays since I could fake a smile Trying to lose my lonely in self-imposed exile Trying to stay friendly but feeling so hostile It's like I'm cold to the touch, mortuary style  If I could have one more kiss You know the one you miss (Ooh)  I'm nothing but lonely Waiting and wanting Wanting and waiting for you Ooh, it's true  Now I'm blind with no tomorrows in my eyes Said the harsh sting of sorrow is one I recognize The truth of the matter is just one you can't disguise I've been so lost on my own since the day you said goodbye  I know we don't stand a chance But gimme, gimme this last dance (Ooh)"
Carousel Horses,Christian Lee Hutson,"Your room was covered in dayglow Smoke rings hanging like halos How could you know how I feel? You can identify trees Just by looking at the leaves How could you know how I feel? How could you know how I feel? I'm no shrinking violet I just like being quiet How could you know how I feel? Like carousel horses We're set on our courses You're always right on my heels How could I know how that feels? You say you've tried everything High school for you was college for me Don't flatter yourself, you're not my first Is your go-to line, and it always works I grew up in a fog I always knew how to withdraw How could you know how I feel?"
No One Else (feat. Jeremih),Lola Brooke & Jeremih, "Lola Brooke Uh, uh, uh Uh, uh, uh Uh, uh, uh, uh  Jeremih Twenty-four karats on the rock, yeah How would you feel if I locked you down for life? Not just for one night Maybe it's your energy Got me feeling myself I can tell that you're a freak for me And no one else, yeah  Lola Brooke Yeah, yeah Is it the energy or Hennessy (Uh) That make you wanna be a daddy to a mini-me? Bvlgari, upgraded from the Tiffany Money long, pipe long, long as a centipede I always get what I want when I go put that shit on He never tell me I'm wrong when he see me in a thong (Uh) He knock the box out like a pro fighter (Pro fighter) 24/7, we don't do no one-nighters  Jeremih & Lola Brooke I'm used to one in the morning (Uh) Two at the show (Yeah) Three for the weekend (Uh) Four in a row (Yeah) But you got me thinkin' (Uh), got me in that mode Half on a baby and so much more  Jeremih & Lola Brooke Twenty-four karats on the rock, yeah (Yeah, rock, yeah) How would you feel if I locked you down for life? (Yeah) Not just for one night (Yeah) Maybe it's your energy (Energy, yeah) Got me feeling myself I can tell that you're a freak for me And no one else, yeah (Yeah, yeah, yeah)  Lola Brooke Even though it's small, tell me that it's fat Fun size, baby, I deserve to be your brat When the tongue ties, baby, that's a booby on a trap They say Brooklyn girls is toxic, but the ussy always slaps He wanna ring the alarm when I'm in Louis Vuitton He keep a bag on my arm, and princess cuts on the charms We never tap out, we pullin' a all-nighter 24/7, we don't do no one-nighters  Jeremih & Lola Brooke I'm used to one in the morning (Uh) Two at the show (Yeah) Three for the weekend (Uh) Four in a row (Yeah) But you got me thinkin' (Uh), got me in that mode Half on a baby and so much more  Jeremih & Lola Brooke Twenty-four karats on the rock, yeah (Yeah, rock, yeah) How would you feel if I locked you down for life? (Yeah) Not just for one night (Yeah) Maybe it's your energy (Yeah) Got me feeling myself I can tell that you're a freak for me And no one else, yeah (Yeah, yeah, yeah) (No one else) Outro Lola Brooke & Jeremih Yeah Uh, uh, uh Yeah (Only for one night) Right here Yeah Uh, uh, uh No one else, no one else Yeah, yeah, yeah"
Training Season,Dua Lipa," Are you Someone that I can give my heart to? Or just the poison that I'm drawn to? It can be hard to tell the difference late at night Play fair Is that a compass in your nature? Or are you tricky? 'Cause I've been there And, baby, I don't need to learn my lesson twice  But if you really wanna go there You should know I  Need someone to hold me close Deeper than I've ever known Whose love feels like a rodeo Knows just how to take control When I'm vulnerable He's straight talking to my soul Convеrsation overload Got me feeling vertigo Post- Arе you somebody who can go there? 'Cause I don't wanna have to show ya If that ain't you, then let me know, yeah 'Cause training season's over (Training season's over)"
Midas,Wunderhorse,"The voice inside the suit came crawling down the telephone Somewhere between a chessboard and a nursery rhyme I heard the rattlesnake shaking in his invitation And the whites of his knuckles on the other end of the line  Midas, yeah Midas, lalalalalala Midas, yeah Midas  Stepped inside his office and the whole place seemed to shiver He said “Come a little closer, boy Come on don't be shy” I searched to find the fracture in his tombstone facelift And he fixed me with the coldness of the kingdom in his eyes  Midas, yeah Midas, lalalalalala Midas, yeah Midas Verse 3 He said “come on, kid You think we got a deal, yeah?” Threw his head back like a pelican and straightened his tie, hahaha Each time you’re asking, you're making me kinda nervous And with a click of his silvered fingers I was falling through the sky  Midas, yeah Midas, lalalalalala Midas, yeah Midas Midas Midas Midas Midas"
Those Damn Roches,Linda Thompson & Teddy Thompson,
Piece of My Heart (feat. Brent Faiyaz),Wizkid & Brent Faiyaz,"Babygirl, you know I love you though? You could tell my secrets but I'd love if you don't I could take you anywhere you wanna go Tell me where you wanna go  Brent Faiyaz Nothing can tear us apart You've got a piece of my heart Nothing can tear us apart (Nothing in this world) You've got a piece of my heart (That belongs to you, girl) Post- Brent Faiyaz No, I can't let you have too much (Then I won't have enough, ooh, no) No, I can't let you have too much, then I won't have enough (Oh) No, I can't let you have too much (Then I won't have enough), enough No, I can't let you have too much, then I won't have enough  Wizkid CC 'pon your body, but you can't see me When you want, that's too much Pop that body for me, that's my kind of healing Sexual, give me all of ya So, you should fall into my wingspan So, let me take you higher for the moment You know if anybody can, baby, we can And it will feel like the right season Mm, give me one taste And you're already doing the things that make a man crazy Nobody ever does it better than this Drunk on your loving, could make a man chase And if I ever hurt you, I mean well What I gotta do to make you know it's all real? If I could, I would keep you to myself They can't separate the feelings that we feel  Brent Faiyaz Nothing can tear us apart (It's not that easy) You've got a piece of my heart (You know you need me) Nothing can tear us apart (Nothing in this world) You've got a piece of my heart (That belongs to you, girl) Post- Brent Faiyaz No, I can't let you have too much (Then I won't have enough, ooh, no) No, I can't let you have too much, then I won't have enough (Oh) No, I can't let you have too much (Then I won't have enough), enough No, I can't let you have too much, then I won't have enough  Wizkid For your body, I would give you nonstop My girl, you’re the one, oh, my baby, one touch See this loving, oh, girl, don't switch up I would give you reasons, baby, kick your feet up (Mm) We aren't minding them, baby, give me one dance, yeah (Uh) I would control, baby, give me through-pass Mm, when we aren't apart, oh girl, I need that lovin' Mm, feels so good, feels like soul food  Brent Faiyaz She don't know what it cost to live this life The price ain't low, that's why I write best on these flights Girl, I done flown too many times (Too many times) You say you want me there this time, not this time  Brent Faiyaz (Sometimes) Sometimes, I might be the bad version of me (Oh, oh) Sometimes (Hold me), sometimes (Oh, hold me) Sometimes, I might be the bad version of me (Ooh) Sometimes (Hold me), sometimes (Oh, hold me)  Wizkid Stressful, I know Every other day, another timezone Is it not easy to let go, right? She don't want no late night solo What I need, what she wants Hard to find a middle ground All I need, that someone When I got love could store it down for me Remember the last time that we linked, it was intimate Take it up, pick it up, let's get into it Give it up, give it up, you know you're missing this Sometimes  Brent Faiyaz Sometimes, I might be the bad version of me (Oh, oh) Sometimes (Hold me), sometimes (Oh, hold me) Sometimes, I might be the bad version of me (Ooh) Sometimes (Hold me), sometimes (Oh, hold me)"
Can't Be Still,illuminati hotties,"Refrain I can't be still I can't be still I can't be still I can't be  A power lunch I take my calls in the car I pack a punch A firm handshake can take you so far I'm a rush I'm double speed, straight to your head The perfect stunt Begging for bedlam on the reg' Refrain I can't be still I can't be still I can't be still I can't be I can't be still I can't be still I can't be still I can't be"
Radio Wave,Silverada," The humming of a stereo on a frequency that I don’t know Is inspirational audio to me In a yard of defused fireworks with a phaser backing up the words I’m singing over hummingbirds and pedal steel guitar Lyrics drawn on paper planes melodies and sweet refrains I’m sifting through the old remains of who I used to be But judging by the books I bought The future’s just an afterthought I could have been an astronaut in lighter gravity  Whoah, when I get up in the morning I don’t bother to shave Whoah, got one foot on the gas and one in the grave Whoah, in the land of the free and the home of the brave Whoah, I’m just drifting away on a radio wave  I hate the way I play they blues One four five with a minor two It’s how I learned to tie my shoes and color inside the lines If there’s a weapon you can’t trust me with its a major third the perfect fifth Americana is a myth I told ya Verse 3 A rough and tumble refugee with a bone to pick and a place to be Sure would be a sight to see reflected in your eyes So with a flickered frown I shift my weight I’m a rusted hinge with an iron gait An endless stretch of interstate With one arm on the wheel"
Ajhussi,Flying Lotus,Lyrics not found!
