,Track Name,Song Popularity,Album,Song Release Date,Duration (ms),Artists,Explicit,Song Rank,Artist ID,Genres,Followers,Popularity,Lyrics,Total Artists On Song,Lyrics Word Count,neg,neu,pos,compound,Simplified Genre,Ranking Group,Top 10 Song,Duration (ms)_transf,Followers_transf,Lyrics Word Count_transf
63,Soup,0.64,Big Ideas,2024-07-12,213116.0,Remi Wolf,False,66,0NB5HROxc8dDBXpkIi1v3d,"indie pop, modern alternative pop",566041,0.67,"Ah-ah Ah-ah Ah-ah  Stay, stick around Please don't get in your car If a plane's on the ground It can never really get that far  I can't help but make it 'bout me Oh, when you and I are together Now I'm cleaning up the dirt on my feet And I'm hoping that I'm getting better  Until I'm Doing business on the top of the roof They told me to leave but I don't wanna leave without you You're so patient with the animals too If you give me your keys, I'll go and pick up the soup Post- Oh-oh, I don't wanna live without you Oh-oh, I don't wanna live without—  Lay like a dog As I wait for your arrival Play fetch in the yard As a means of my survival  I can't help but make it 'bout me Oh, When you and I are together Now I'm brushing off the blood on my teeth And I'm hoping that I'm getting better  Until I'm Doing business on the top of the roof They told me to leave but I don't wanna leave without you You're so patient with the animals too If you give me your keys, I'll go and pick up the soup Post- Oh-oh, I don't wanna live without you Oh-oh, I don't wanna live without— Bridge I can never do what you wanted, baby Now our love just wants to divide us lately I could never do what you wanted, baby And now our love just wants to divide us lately Na-na, na-na, na-na, na-na, na-na Na-na, na-na, na-na, na-na, na-na Na-na, na-na, na-na, na-na, na-na Na-na, na-na, na-na, na-na, na-na  Doing business on the top of the roof They told me to leave but I don't wanna leave without you You're so patient with the animals too If you give me the keys, I'll go and pick up the soup Post- Oh-oh, I don't wanna live without you Oh-oh, I don’t wanna live without—",1.0,330,0.032,0.845,0.123,0.9877,Indie/Alternative,61-70,0,0.4267416591161428,0.529319307834195,0.8221748575818146
64,Fine Art,0.54,Fine Art,2024-06-14,139283.0,KNEECAP,True,67,1ZVACPeq7ccGCoUXwtafUU,irish hip hop,143348,0.6,"Éist liom, ná tar chugam le do chuid smaointí Ná déan anailís ar mo chuid líntí My child loves HOOD so I wish you would do a version for him, but PG Send me it when you can, he’s your number one fan His first word’s were  Cultúrlann  so he understands all of  3CAG  and He only started  Naíscoil an mhí seo , he just thinks you guys are lethal I know he’s a wee bit young, try to keep it from him,  déanaimse mo dhícheall Comhghairdeas  your my new ghost writer, 40 odd, breath smells like cider Trying to talk business to me with jizz on your teeth, back of the  glider ! , is breá liom sibh, nach bhfuil aon seans go dtiocfadh libh Stick a wee tune out just for the kids cos my two ones they love you to bits Oh fuck sake, wise up miss, wе’re degenеrate HOODs who like to get pissed And we spunk every penny getting off of our tits, this isn’t no act, it’s just the way it is, real shit You’ll find me in a snug of a dimly lit shit run down pub Face all smug in a place I love, seeing how fucked I can get on government funds That’s another pint done,  ordaigh deoch sula labhrann cunt liom And up walks some random standing over me rapping one of my songs Maith an fear, seo here, is breá liom do cheol, nach dtiocfadh leat díriú isteach ar an ól An chaint seo ar fad ar na drugaí are bad, is tá mé a rá leat ní mharfaidh tú i bhfad Aw here  go raibh maith agat do do chomhairle críonna Cá raibh tusa nuair a thosaigh muid na blianta ó shin No fuck, get a right to the chin and now you’re crying on twitter and that’s a win win",1.0,313,0.146,0.727,0.127,-0.888,Hip Hop/Rap,61-70,0,0.10705816831659298,0.4100772904298896,0.8147035364585796
65,DENIAL IS A RIVER,0.72,Alligator Bites Never Heal,2024-08-30,159586.0,Doechii,True,68,4E2rKHVDssGJm2SCDOMMJB,alternative r&b,844432,0.78," Hey , I thought it was all over What's up, ? Hey, girl You know it's been a lil' minute since you and I have had a chat Has it really? Probably since, like, your last EP, Oh The Places You'll Go Oh, wow, it's been a minute ( Yeah ) I've been gettin' some calls Oh? People are a little bit worried about you Not worried, okay And I know that I was kinda that outlet for you, so You were Why don't you just tell me what's been goin' on? Okay  Remember old dude from 2019, nice clean nigga,  did me dirtier than laundry  (Than laundry) Took a scroll through his IG, just to get a DM from his wifey (What the fuck?) I was so confused, what should  do? She didn't know about me and I didn't know 'bout Sue I open up the messages then had to hit the zoom Turns out the girl was really a dude? (Goddamn) Nigga think he slicked back till I slipped back Got my lick back, turned a nigga to a knick-knack (To a knick-knack) I moved on, dropped a couple of songs And then I went and got signed, now it's 2021",1.0,203,0.07,0.845,0.085,0.4886,R&B,61-70,0,0.20933418572207252,0.5640484086277567,0.7535910620330489
66,New Woman (feat. ROSALÍA),0.83,New Woman (feat. ROSALÍA),2024-08-15,179789.0,LISA,False,70,5L1lO4eRHmJ7a0Q6csE5cT,k-pop,9970402,0.82,"LISA Here I go Bangin' it, bangin' it, wanna crack these walls Bangin' it, bangin' it, wanna echo through the halls Pullin' up, fresh face, brand-new day Uh, Lalisa, Rosalía  LISA Soak up All new So I cut I go, go to the root Off to bloom, yeah  LISA Purple into gold Pain has come and gone again Walked through that fire I rediscover  LISA Hit it when I serve, bitch, you better swerve Revvin' up my au-au-au-au-aura Focus on my mind, takin' my time I'm a new woman, woman Bitch, you better swerve Revvin' up my au-au-au-au-aura Focus on my mind, takin' my time I'm a new woman, woman Post- LISA Face, eyes, body go wild You want this? I'm a new woman, woman Eyes, I'm all about mind You want this? I'm a new woman  ROSALÍA (Uh, mh) For everything I am, I can flaunt it Not for what I have, they always give it to me And my energy's immaculate Low profile (And you're out) I live to sing, I don't sing to live I was born pure, yes Not a single era will be a flop in my future Bitch, I'm Rosalía, I only know how to serve The starry night, so be it Until dawn, let it be so  ROSALÍA, ROSALÍA & LISA Purple into gold (Into gold) Pain has come and gone again Walked through that fire I rediscover  ROSALÍA I go hard, it will work out for sure I rev up my au-au-au-au-aura I'm focused, nothing pressures me I'm a new woman, woman It will work out for sure I rev up my au-au-au-au-aura I'm focused, nothing pressures me I'm a new woman, woman Post- LISA Face, eyes, body go wild You want this? I'm a new woman, woman Eyes, I'm all about mind You want this? I'm a new woman Outro LISA Gimme that, gimme that alpha, yuh Gimme that bigger, the better, ugh Feeding you the bloom growin' out my sleeve Kissed from a rose, rose, what a, what a meal Bad luck a sucker, gotta make you tougher Tryna say you suffer, oh, don't blame your mother Elevate, I liberate a new frontier I'm a new woman",2.0,367,0.107,0.788,0.105,-0.8434,K-pop,61-70,0,0.2989274235570356,0.7783902272082631,0.8371903043006972
67,Beaches,0.68,This Is How Tomorrow Moves,2024-08-09,230053.0,beabadoobee,False,71,35l9BRT7MXmM8bv2WDQiyB,"bedroom pop, bubblegrunge, indie pop, pov: indie",4516579,0.82," Spinning out on what to say or what to do Finding reasons for my constant change in mood Said I'll see it to believe it, but who knows the actual truth? 'Cause I'm sure now, I'm sure  'Cause days blend to one when I'm on the right beaches And the walls painted white, they tell me all the secrets Don't wait for the tide just to dip both your feet in 'Cause I'm sure now, I'm sure  Find it hard to say, I know that I'm alright Took a while for me to finally realise That when I see it, I'll believe it Giving me a peace of mind I'm sure now, I'm surе  'Cause days blend to one whеn I'm on the right beaches And the walls painted white, they tell me all the secrets Don't wait for the tide just to dip both your feet in 'Cause I'm sure now, I'm sure Instrumental Break",1.0,156,0.009,0.802,0.189,0.9853,Indie/Alternative,71-80,0,0.4842200631709819,0.7096377518673219,0.7164828267814742
68,JOYRIDE,0.73,JOYRIDE,2024-07-04,150000.0,Kesha,True,72,6LqNN22kT3074XbTVUrhzX,"dance pop, pop",8358470,0.81," Are you a man? 'Cause I’m a bitch I'm already rich , just looking for that  (Mm) This party sucks, I'm ’bout to ditch Don't-don't-don't-don't even try to gi-give me shit I've earned the right to be-be like this Oh, you say you love me? (That's funny) Well, so do I  I'm just looking for a Joyride , joyride I’m just looking for a Good time tonight Baby, I want you to  Rev my engine ’til you make it purr Keep it kinky ,  but I come first Beep-beep, bitch,   I'm outside Get in, loser, for the joyride Making every motherfucker turn Fell from heaven, no, it didn’t hurt Beep-beep, best night your life Get in, loser, for the joyride",1.0,120,0.194,0.597,0.209,-0.7389,Pop,71-80,0,0.16277341855034955,0.7630793161730826,0.6795756573239461
69,Lagos Love Story,0.46,The Year I Turned 21,2024-05-30,155695.0,Ayra Starr,False,74,3ZpEKRjHaHANcpk10u6Ntq,afrobeats,4018386,0.78," ( London )  I got pictures on my phone of you ​iPhone storage done dey full No one sees this side of you I feel blessed, I trust in you Midnight calls and rendezvous I'm indecisive, but you I choose So don't let me down, won't let you down I feel so down away from you  Let's make babies (Ah) We're still young, but I dey ready Smoke some weed at the beach I feel ease when I'm with you Prayed Ciara's prayer, God came through You should see you from my point of views They don't know, they have no clue They don't know, they havе no clue Post- I don fall in love (I don fall in love) I don fall in lovе (I don fall in love) So na this one una dey enjoy Shey na this one una dey enjoy? I don fall in love (I don fall in love) I don fall in love (I don fall in love) So na this one una dey enjoy Shey na this one una dey enjoy?",1.0,178,0.036,0.662,0.301,0.9972,Afrobeat/African,71-80,0,0.19078133301235312,0.6994903136717071,0.735065696735614
70,Wanting and Waiting,0.41,Happiness Bastards,2024-03-15,255560.0,The Black Crowes,False,76,5krkohEVJYw0qoB5VWwxaC,"album rock, blues rock, classic rock, electric blues, hard rock, jam band, rock, southern rock",808963,0.6," Been a month of Sundays since I could fake a smile Trying to lose my lonely in self-imposed exile Trying to stay friendly but feeling so hostile It's like I'm cold to the touch, mortuary style  If I could have one more kiss You know the one you miss (Ooh)  I'm nothing but lonely Waiting and wanting Wanting and waiting for you Ooh, it's true  Now I'm blind with no tomorrows in my eyes Said the harsh sting of sorrow is one I recognize The truth of the matter is just one you can't disguise I've been so lost on my own since the day you said goodbye  I know we don't stand a chance But gimme, gimme this last dance (Ooh)",1.0,122,0.206,0.631,0.162,-0.8416,Rock,71-80,0,0.563250635641479,0.5603227324309547,0.681898701658019
71,Carousel Horses,0.4,Paradise Pop. 10,2024-09-27,276946.0,Christian Lee Hutson,False,77,5B7NeaqVrmXPyF05C9tnZ3,"countrygaze, deep new americana",37901,0.42,"Your room was covered in dayglow Smoke rings hanging like halos How could you know how I feel? You can identify trees Just by looking at the leaves How could you know how I feel? How could you know how I feel? I'm no shrinking violet I just like being quiet How could you know how I feel? Like carousel horses We're set on our courses You're always right on my heels How could I know how that feels? You say you've tried everything High school for you was college for me Don't flatter yourself, you're not my first Is your go-to line, and it always works I grew up in a fog I always knew how to withdraw How could you know how I feel?",1.0,126,0.026,0.91,0.064,0.7153,Country,71-80,0,0.6236545453979527,0.29457803165857366,0.6864335696442817
72,No One Else (feat. Jeremih),0.53,No One Else (feat. Jeremih),2024-09-06,162240.0,Lola Brooke,True,78,2Ggj5XNlIb4Lnbqe307FyB,trap queen,270849,0.52,"Lola Brooke Uh, uh, uh Uh, uh, uh Uh, uh, uh, uh  Jeremih Twenty-four karats on the rock, yeah How would you feel if I locked you down for life? Not just for one night Maybe it's your energy Got me feeling myself I can tell that you're a freak for me And no one else, yeah  Lola Brooke Yeah, yeah Is it the energy or Hennessy (Uh) That make you wanna be a daddy to a mini-me? Bvlgari, upgraded from the Tiffany Money long, pipe long, long as a centipede I always get what I want when I go put that shit on He never tell me I'm wrong when he see me in a thong (Uh) He knock the box out like a pro fighter (Pro fighter) 24/7, we don't do no one-nighters  Jeremih & Lola Brooke I'm used to one in the morning (Uh) Two at the show (Yeah) Three for the weekend (Uh) Four in a row (Yeah) But you got me thinkin' (Uh), got me in that mode Half on a baby and so much more  Jeremih & Lola Brooke Twenty-four karats on the rock, yeah (Yeah, rock, yeah) How would you feel if I locked you down for life? (Yeah) Not just for one night (Yeah) Maybe it's your energy (Energy, yeah) Got me feeling myself I can tell that you're a freak for me And no one else, yeah (Yeah, yeah, yeah)  Lola Brooke Even though it's small, tell me that it's fat Fun size, baby, I deserve to be your brat When the tongue ties, baby, that's a booby on a trap They say Brooklyn girls is toxic, but the ussy always slaps He wanna ring the alarm when I'm in Louis Vuitton He keep a bag on my arm, and princess cuts on the charms We never tap out, we pullin' a all-nighter 24/7, we don't do no one-nighters  Jeremih & Lola Brooke I'm used to one in the morning (Uh) Two at the show (Yeah) Three for the weekend (Uh) Four in a row (Yeah) But you got me thinkin' (Uh), got me in that mode Half on a baby and so much more  Jeremih & Lola Brooke Twenty-four karats on the rock, yeah (Yeah, rock, yeah) How would you feel if I locked you down for life? (Yeah) Not just for one night (Yeah) Maybe it's your energy (Yeah) Got me feeling myself I can tell that you're a freak for me And no one else, yeah (Yeah, yeah, yeah) (No one else) Outro Lola Brooke & Jeremih Yeah Uh, uh, uh Yeah (Only for one night) Right here Yeah Uh, uh, uh No one else, no one else Yeah, yeah, yeah",2.0,453,0.063,0.713,0.224,0.9971,Hip Hop/Rap,71-80,0,0.22173113737633088,0.46532152515487357,0.8669498564210956
73,Training Season,0.79,Radical Optimism,2024-05-03,209487.0,Dua Lipa,False,79,6M2wZ9GZgrQXHCFfjv46we,"dance pop, pop, uk pop",45180340,0.88," Are you Someone that I can give my heart to? Or just the poison that I'm drawn to? It can be hard to tell the difference late at night Play fair Is that a compass in your nature? Or are you tricky? 'Cause I've been there And, baby, I don't need to learn my lesson twice  But if you really wanna go there You should know I  Need someone to hold me close Deeper than I've ever known Whose love feels like a rodeo Knows just how to take control When I'm vulnerable He's straight talking to my soul Convеrsation overload Got me feeling vertigo Post- Arе you somebody who can go there? 'Cause I don't wanna have to show ya If that ain't you, then let me know, yeah 'Cause training season's over (Training season's over)",1.0,137,0.066,0.789,0.145,0.9261,Pop,71-80,0,0.41383270721842536,0.909583915858973,0.6982043169018125
74,Midas,0.61,Midas,2024-04-10,138640.0,Wunderhorse,False,80,41pd7r1XBRsvdxY3vHEgib,None Listed,118102,0.63,"The voice inside the suit came crawling down the telephone Somewhere between a chessboard and a nursery rhyme I heard the rattlesnake shaking in his invitation And the whites of his knuckles on the other end of the line  Midas, yeah Midas, lalalalalala Midas, yeah Midas  Stepped inside his office and the whole place seemed to shiver He said “Come a little closer, boy Come on don't be shy” I searched to find the fracture in his tombstone facelift And he fixed me with the coldness of the kingdom in his eyes  Midas, yeah Midas, lalalalalala Midas, yeah Midas Verse 3 He said “come on, kid You think we got a deal, yeah?” Threw his head back like a pelican and straightened his tie, hahaha Each time you’re asking, you're making me kinda nervous And with a click of his silvered fingers I was falling through the sky  Midas, yeah Midas, lalalalalala Midas, yeah Midas Midas Midas Midas Midas",1.0,159,0.03,0.858,0.112,0.9216,Other,71-80,0,0.10358030825388553,0.39325742359686855,0.7191649736845735
75,Piece of My Heart (feat. Brent Faiyaz),0.73,Piece of My Heart (feat. Brent Faiyaz),2024-10-18,259354.0,Wizkid,False,82,3tVQdUvClmAT7URs9V3rsp,"afrobeats, afropop, azonto, nigerian hip hop, nigerian pop",6613402,0.84,"Babygirl, you know I love you though? You could tell my secrets but I'd love if you don't I could take you anywhere you wanna go Tell me where you wanna go  Brent Faiyaz Nothing can tear us apart You've got a piece of my heart Nothing can tear us apart (Nothing in this world) You've got a piece of my heart (That belongs to you, girl) Post- Brent Faiyaz No, I can't let you have too much (Then I won't have enough, ooh, no) No, I can't let you have too much, then I won't have enough (Oh) No, I can't let you have too much (Then I won't have enough), enough No, I can't let you have too much, then I won't have enough  Wizkid CC 'pon your body, but you can't see me When you want, that's too much Pop that body for me, that's my kind of healing Sexual, give me all of ya So, you should fall into my wingspan So, let me take you higher for the moment You know if anybody can, baby, we can And it will feel like the right season Mm, give me one taste And you're already doing the things that make a man crazy Nobody ever does it better than this Drunk on your loving, could make a man chase And if I ever hurt you, I mean well What I gotta do to make you know it's all real? If I could, I would keep you to myself They can't separate the feelings that we feel  Brent Faiyaz Nothing can tear us apart (It's not that easy) You've got a piece of my heart (You know you need me) Nothing can tear us apart (Nothing in this world) You've got a piece of my heart (That belongs to you, girl) Post- Brent Faiyaz No, I can't let you have too much (Then I won't have enough, ooh, no) No, I can't let you have too much, then I won't have enough (Oh) No, I can't let you have too much (Then I won't have enough), enough No, I can't let you have too much, then I won't have enough  Wizkid For your body, I would give you nonstop My girl, you’re the one, oh, my baby, one touch See this loving, oh, girl, don't switch up I would give you reasons, baby, kick your feet up (Mm) We aren't minding them, baby, give me one dance, yeah (Uh) I would control, baby, give me through-pass Mm, when we aren't apart, oh girl, I need that lovin' Mm, feels so good, feels like soul food  Brent Faiyaz She don't know what it cost to live this life The price ain't low, that's why I write best on these flights Girl, I done flown too many times (Too many times) You say you want me there this time, not this time  Brent Faiyaz (Sometimes) Sometimes, I might be the bad version of me (Oh, oh) Sometimes (Hold me), sometimes (Oh, hold me) Sometimes, I might be the bad version of me (Ooh) Sometimes (Hold me), sometimes (Oh, hold me)  Wizkid Stressful, I know Every other day, another timezone Is it not easy to let go, right? She don't want no late night solo What I need, what she wants Hard to find a middle ground All I need, that someone When I got love could store it down for me Remember the last time that we linked, it was intimate Take it up, pick it up, let's get into it Give it up, give it up, you know you're missing this Sometimes  Brent Faiyaz Sometimes, I might be the bad version of me (Oh, oh) Sometimes (Hold me), sometimes (Oh, hold me) Sometimes, I might be the bad version of me (Ooh) Sometimes (Hold me), sometimes (Oh, hold me)",2.0,640,0.063,0.823,0.114,0.9923,Afrobeat/African,81-90,0,0.5743269881585427,0.7427472633726072,0.915827630446354
76,Can't Be Still,0.34,POWER,2024-08-23,178933.0,illuminati hotties,False,83,3ztRX1UoIOsFqpD7dB6R8O,bubblegrunge,76308,0.43,"Refrain I can't be still I can't be still I can't be still I can't be  A power lunch I take my calls in the car I pack a punch A firm handshake can take you so far I'm a rush I'm double speed, straight to your head The perfect stunt Begging for bedlam on the reg' Refrain I can't be still I can't be still I can't be still I can't be I can't be still I can't be still I can't be still I can't be",1.0,88,0.0,0.939,0.061,0.6808,Indie/Alternative,81-90,0,0.29534033477818866,0.3553359033817811,0.6360511332692766
77,Radio Wave,0.24,Silverada,2024-06-28,350894.0,Silverada,False,84,5fTJlk4f1YRh4ObYssJo44,"classic texas country, red dirt, roots americana",43329,0.44," The humming of a stereo on a frequency that I don’t know Is inspirational audio to me In a yard of defused fireworks with a phaser backing up the words I’m singing over hummingbirds and pedal steel guitar Lyrics drawn on paper planes melodies and sweet refrains I’m sifting through the old remains of who I used to be But judging by the books I bought The future’s just an afterthought I could have been an astronaut in lighter gravity  Whoah, when I get up in the morning I don’t bother to shave Whoah, got one foot on the gas and one in the grave Whoah, in the land of the free and the home of the brave Whoah, I’m just drifting away on a radio wave  I hate the way I play they blues One four five with a minor two It’s how I learned to tie my shoes and color inside the lines If there’s a weapon you can’t trust me with its a major third the perfect fifth Americana is a myth I told ya Verse 3 A rough and tumble refugee with a bone to pick and a place to be Sure would be a sight to see reflected in your eyes So with a flickered frown I shift my weight I’m a rusted hinge with an iron gait An endless stretch of interstate With one arm on the wheel",1.0,234,0.054,0.832,0.114,0.9418,Country,81-90,0,0.8015334522125084,0.3061985901843487,0.7736370842753622
78,Ajhussi,0.41,Spirit Box,2024-10-29,262377.0,Flying Lotus,False,85,29XOeO6KIWxGthejQqn793,"afrofuturism, alternative hip hop, electronica, escape room, experimental hip hop, glitch, glitch hop, indietronica, instrumental hip hop, intelligent dance music, jazztronica, psychedelic hip hop, wonky",798217,0.56, ,1.0,0,0.0,1.0,0.0,0.0,Electronic/Experimental,81-90,0,0.5830370787154884,0.5591616717369824,0.0
79,California Highway 99,0.21,The Bed I Made,2024-08-23,143266.0,The Softies,False,86,0Ve1sk7tcGsb7ZVsp4o8GG,"sacramento indie, tape club, twee pop",23419,0.36,"Oh, the night I drove away from you In a rented Chevy Malibu 3 a.m. empty lanes Just chalk this up to growing pains You were kind and fair You can't fake feelings that aren't there Oh, California Highway 99 Won't fix this broken heart of mine And there is no car that can drive fast enough To escape this love I cried the whole way as I drove Sacramento to Elk Grove And country radio reminded me That you and I weren't meant to be I tried, I failed Our ship never sailed California Highway 99 Won't fix this broken heart of mine And there is no car that can drive fast enough To escape this love",1.0,118,0.144,0.65,0.206,0.8911,Indie/Alternative,81-90,0,0.12825008300237606,0.25278008336935265,0.6772138938064193
80,Use Me,0.68,Cold Beer & Country Music,2024-04-05,236744.0,Zach Top,False,87,4FGPzWzgjURDNT7JQ8pYgH,modern country pop,338541,0.74,"He said, 'I don’t know your story I just know you look lonely Fancy that, I’m lonely too We both got our reasons, no reason to share ‘em Let’s just dance, hold me closer to you Maybe just for tonight'  Tell me you love me And tell me you need me I know we both know it ain’t true And I’ll whisper, 'You’re everything I’ve ever wanted' I’ll pretend if you’ll pretend too Oh, tell me you love me And use me like I’m usin’ you  She said, 'Don’t ask for my number And I won’t ask for yours Some things are best left alone So just kiss me again like this never ends Like there’s no one waitin’ at home'  And tell me you love me Tell me you need me I know we both know it ain’t true And I’ll whisper, 'You’re everything I’ve ever wanted' I’ll pretend if you’ll pretend too Oh, tell me you love me And use me like I’m usin’ you Instrumental Break  Baby, I’ll whisper, 'You’re everything I’ve ever wanted' I’ll pretend if you’ll pretend too Aw tell me you love me And use me like I’m usin’ you Mmm, like I’m usin’ you",1.0,201,0.09,0.707,0.204,0.9872,Pop,81-90,0,0.5057686517102855,0.48469034473823636,0.7521949666932396
81,Masquerade,0.35,Stereophonic (Original Cast Recording),2024-05-10,235720.0,Original Cast of Stereophonic,False,88,7mWF9KLJnw7RBibAnNOSB9,None Listed,1273,0.34,"Got my ticket to the masquerade Sold this soul, and the money paid I've been here so long, and That's where you have gone, so I Grab my bag and I'm on my way  The old man told me that I shouldn't go There are things I couldn't know I said you may be wise, but you Haven't seen her eyes so Shook his hand and I hit the road  Why, why, why, why, why Why won't the sun rise? Why, why, why, why, why Can't I forget your eyes?  Shadows reachin' out for my heart And I keep moving on through the dark Travelled many miles, and I'd Love to stop a while, but Nothing, child, is gonna keep us apart  Why, why, why, why, why Why won't the sun rise? Why, why, why, why, why Can't I forget your eyes? Bridge Promises I made were made of glass I gathered all the shards to bring to you I lit a candle and I prayed for forty nights Haven't heard an answer yet I like the silence anyway  Got my ticket to the masquerade Sold this soul, and the money paid The road is long again, and the World is full of sin, so I Grab my gun and I'm on my way Outro I'll see you when I get there I'm going to see you when I get there I'll see you when I get there I'm going to see you when I get there I'll see you when I get there I'm going to see you when I get there I'll see you when I get there I'm going to see you when I get there",8.0,279,0.042,0.861,0.097,0.9575,Other,81-90,0,0.5025105994536361,0.0,0.7984639470903756
82,Milk,0.41,The Rot,2024-03-01,193276.0,Abby Sage,False,89,4aej3kKLxSLM0WauTSfZ7k,modern indie pop,30112,0.5,"Seven hours Spend outside with bikes and crowds Seven pounds Born to skip, for roads, for hours  Do you miss it? Will you run with me? Do you miss it? Do you leave with me?  I wanna drink my milk in my own filth I wanna dress my body in silver silk Post- Just hold my hand Hold my hand Hold my hand  Home for hours Sink is full with no one 'round Liquid sours Drink it and don't make a sound  Do you miss it? Will you run with me? Do you miss it? Do you leave with me?  I wanna drink my milk in my own filth I wanna dress my body in silver silk Post- Just hold my hand Hold my hand Hold my hand  I wanna drink my milk in my own filth I wanna dress my body in silver silk Post- Just hold my hand Hold my hand Hold my hand",1.0,156,0.061,0.775,0.165,0.9743,Pop,81-90,0,0.353295729304115,0.2746045819212206,0.7164828267814742
83,Dammit Randy,0.43,Dammit Randy,2024-06-28,179559.0,Miranda Lambert,False,90,66lH4jAE7pqPlOlzUKbwA0,"contemporary country, country, country dawn, country road",3629680,0.69," Well, dammit, Randy, did you ever hear me at all? You were standin' bone dry in the middle of a waterfall You were livin' in the dark, but you couldn't see the light of day We were picture perfect, but you couldn't put it in a frame  Yeah, now that I made it to the other side I hope you're countin' singles in your double wide Smokin' cigarettes like they're goin' out of style Turnin' me up on your radio dial You gave up 'til the very last minutе Now that I'm gone I've got your attention  I was flyin' a kitе in the middle of a hurricane Tied to the tracks like a penny waitin' on a train You were lookin' for something that you'd already missed Well, damnit, Randy, there's some things that you can't fix  Yeah, now that I made it to the other side I hope you're countin' singles in your double wide Smokin' cigarettes like they're goin' out of style Turnin' me up on your radio dial You gave up 'til the very last minute Now that I'm gone, I've got your attention",1.0,188,0.045,0.818,0.137,0.9626,Country,81-90,0,0.29796528367718444,0.6906572667472449,0.7427688176573083
84,KEHLANI (REMIX) [feat. Kehlani],0.73,KEHLANI (REMIX) [feat. Kehlani],2024-06-20,179974.0,Jordan Adetunji,True,91,0jPHHnU8GUWEF7rwPE9osY,irish hip hop,217860,0.72,"Summer Walker (Wock) You got, you, you got potential You got, you, you got potential  Jordan Adetunji I like the way your body is (I do), is that too obvious? Okay, I like your confidence (I do), oh, that's what good karma is, okay Like-like Kehlani is (Uh-huh), bad just like Kehlani is, okay (Uh-huh) Here where the party is (Uh-huh), right here where the party is You 'bout to—, you 'bout to start a whole fire, uh (Fire) Now I'm on fire, uh, I need some water, I need Tyla, uh I need Romani, Rebecca, Serena, Selena, let's start a whole choir, uh I like the way that you get your own bag, you don't need no one help you inspire, huh  Jordan Adetunji But I'ma add to you, I'ma give you some bands, I'ma add to you (To you) Been on the avenue and I ain't never seen no one bad as you (Nobody bad) Baby, I'm savage too (Okay), they can't disrespect you, I'll gladly shoot (Uh-huh) I don't play about mine, I don't care, I'm addicted to you and it's clear  Jordan Adetunji I like the way your body is (I do), is that too obvious? Okay, I like your confidence (I do), oh, that's what good karma is, okay Like-like Kehlani is (Uh-huh), bad just like Kehlani is, okay (Uh-huh) Here where the party is (Uh-huh), right here where the party is You 'bout to—, you 'bout to start a whole fire, uh (Fire) Now I'm on fire, uh (Uh-huh), I need some water, I need Tyla, uh (Uh-huh) I need Romani, Rebecca, Serena, Selena, let's start a whole choir, uh I like the way that you get your own bag, you don't need no one help you inspire, huh  Kehlani I like a bitch that match my energy, act like she into me Tell the world you mine and you not what these bitches been to me It's plenty of fishes in the sea, I need me the biggest freak Step out like my wife, but bust me down like she my enemy Oh, I need a brand-new starting five, I need a new one on my mind I just need someone to fall in line, oh I only want it if it's aligned 'Cause when I want it, I'll take your time Yeah, if I want it, I'll make it mine  Kehlani I like the way your body is, is that too obvious? Okay, I like your cockiness, fuck being confident You bad just like Kehlani is, just like Kehlani is You bad just like Kehlani is, just like Kehlani is, oh Post- Kehlani Baby, you bad like me, uh, uh Big bad like me, uh-huh Ought to get you a bag like me  Jordan Adetunji I like the way your body is (I do), is that too obvious? Okay, I like your confidence (I do), oh, that's what good karma is, okay Like-like Kehlani is (Uh-huh), bad just like Kehlani is, okay (Uh-huh) Here where the party is (Uh-huh), right here where the party is You 'bout to—, you 'bout to start a whole fire, uh (Fire) Now I'm on fire, uh (Uh-huh), I need some water, I need Tyla, uh (Uh-huh) I need Romani, Rebecca, Serena, Selena, let's start a whole choir, uh I like the way that you get your own bag, you don't need no one help you inspire, huh Verse 3 Jordan Adetunji Baby, let's make a movie (Let's make a movie), come and seduce me (Uh-huh) Know that I'm choosy (Oh), I need to you to back it up Make it clap, that ain't fast enough, you know I'm man enough And I don't play about it, you know that I'm 'bout it  Jordan Adetunji I like the way your body is (I do), is that too obvious? Okay, I like your confidence (I do), oh, that's what good karma is, okay Like-like Kehlani is (Uh-huh), bad just like Kehlani is, okay (Uh-huh) Here where the party is (Uh-huh), right here where the party is You 'bout to—, you 'bout to start a whole fire, uh (Fire) Now I'm on fire, uh, I need some water, I need Tyla, uh I need Romani, Rebecca, Serena, Selena, let's start a whole choir, uh I like the way that you get your own bag, you don't need no one help you inspire, huh",2.0,734,0.123,0.639,0.238,0.9984,Hip Hop/Rap,91-100,0,0.29970042592852586,0.4464193883482829,0.935218352451504
